4	0	0	0	1	0	0	0	3	1	0
4	0	0	1	0	99	99	99	99	99	99
4	0	0	0	1	0	0	99	99	99	99
4	0	0	2	3	1	2	99	99	99	99
4	0	0	1	1	6	5	2	2	8	0
5	0	2	12	6	105	99	99	99	99	99
5	0	4	10	3	1	2	1	2	3	0
5	0	3	7	1	0	99	99	99	99	99
5	0	2	12	6	4	7	11	5	0	105
5	0	2	5	0	1	6	4	10	3	0
5	0	2	106	99	99	99	99	99	99	99
5	0	3	2	106	99	99	99	99	99	99
5	0	3	5	5	2	3	3	2	6	1
5	0	0	5	4	1	1	3	0	104	99
5	0	2	103	99	99	99	99	99	99	99
5	0	2	6	4	4	2	2	3	3	0
5	0	0	9	3	4	4	4	5	4	9
5	0	2	4	5	2	2	9	5	4	0
5	0	2	6	4	5	7	5	7	2	9
5	0	0	2	4	106	99	99	99	99	99
5	0	0	99	99	99	99	99	99	99	99
5	0	0	1	3	5	2	0	7	1	0
5	0	0	3	3	103	99	99	99	99	99
5	0	0	0	2	1	99	99	99	99	99
5	0	1	2	0	4	4	6	1	2	0
5	0	0	99	99	99	99	99	99	99	99
5	0	0	0	2	99	99	99	99	99	99
5	0	0	1	3	3	4	4	4	5	0
5	0	1	99	99	99	99	99	99	99	99
6	0	2	6	0	0	0	0	0	0	0
6	0	2	3	0	7	5	10	5	3	0
6	0	2	1	2	6	2	2	3	2	2
6	0	0	2	4	99	99	99	99	99	99
6	0	0	99	99	99	99	99	99	99	99
6	0	0	0	1	99	99	99	99	99	99
6	0	0	1	0	0	0	99	99	99	99
6	0	1	0	101	99	99	99	99	99	99
