0	9	11	15	18	22	25	29	32	36	37
1	0	0	1	2	0	1	4	1	5	0
1	0	1	2	2	4	3	2	4	4	3
1	0	2	4	4	4	5	4	6	9	0
1	0	2	4	2	3	3	5	4	4	4
1	0	1	112	99	99	99	99	99	99	99
1	0	2	3	2	2	4	3	4	6	0
1	0	1	4	99	99	99	99	99	99	99
1	0	1	3	3	0	3	2	0	1	5
1	0	2	2	102	99	99	99	99	99	99
1	0	1	0	0	3	1	1	2	0	0
1	0	2	0	1	2	1	0	3	6	0
1	0	1	0	1	3	0	4	0	2	0
1	0	1	0	2	1	2	2	0	4	0
1	0	0	0	1	0	2	0	2	3	0
1	0	0	1	1	1	1	0	2	4	0
1	0	0	1	1	2	3	2	2	5	0
1	0	0	0	2	1	2	0	0	2	0
1	0	0	0	1	1	0	1	2	2	1
1	0	0	1	0	0	99	99	99	99	99
1	0	0	99	99	99	99	99	99	99	99
1	0	0	0	0	101	99	99	99	99	99
1	0	0	1	1	0	0	0	0	0	0
1	0	0	0	1	0	0	0	1	3	0
1	0	0	0	0	1	0	1	2	0	0
1	0	0	0	0	2	99	99	99	99	99
1	0	0	0	0	0	0	0	2	102	99
1	0	0	0	0	1	101	99	99	99	99
1	0	0	0	0	2	0	0	1	0	0
1	0	0	0	0	99	99	99	99	99	99
1	0	0	0	0	99	99	99	99	99	99
1	0	0	0	0	1	99	99	99	99	99
1	0	0	0	0	0	0	0	101	99	99
1	0	0	0	0	0	2	2	2	1	0
2	0	0	0	99	99	99	99	99	99	99
2	0	3	2	0	0	4	3	3	4	0
2	0	0	2	0	0	5	5	4	3	0
2	0	1	102	99	99	99	99	99	99	99
2	0	2	3	0	0	2	4	4	3	4
2	0	0	0	0	0	1	0	2	3	0
2	0	0	1	1	2	0	2	2	2	2
2	0	0	0	0	0	99	99	99	99	99
2	0	0	0	0	0	99	99	99	99	99
2	0	0	1	0	99	99	99	99	99	99
2	0	0	1	0	99	99	99	99	99	99
2	0	0	1	1	3	2	1	101	99	99
2	0	0	0	0	99	99	99	99	99	99
2	0	0	0	99	99	99	99	99	99	99
2	0	0	0	0	0	99	99	99	99	99
2	0	0	0	0	99	99	99	99	99	99
2	0	0	101	99	99	99	99	99	99	99
2	0	0	0	0	99	99	99	99	99	99
2	0	0	0	0	99	99	99	99	99	99
2	0	0	0	99	99	99	99	99	99	99
2	0	0	0	0	99	99	99	99	99	99
2	0	0	0	0	0	99	99	99	99	99
2	0	0	0	0	0	99	99	99	99	99
3	0	2	0	0	0	0	0	99	99	99
3	0	0	2	0	0	0	99	99	99	99
3	0	2	0	0	0	0	0	99	99	99
3	0	1	2	0	0	0	0	99	99	99
3	0	1	2	0	0	0	0	0	99	99
3	0	0	1	0	0	0	0	1	0	0
3	0	1	1	0	0	0	0	0	0	0
3	0	0	2	0	0	0	0	0	0	0
3	0	0	1	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	99	99	99	99	99	99
3	0	0	1	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	1	0	0
4	0	2	12	4	4	4	8	1	0	99
4	0	2	12	6	0	102	99	99	99	99
4	0	2	11	1	0	99	99	99	99	99
4	0	3	7	4	3	2	99	99	99	99
4	0	3	9	3	1	2	99	99	99	99
4	0	2	12	99	99	99	99	99	99	99
4	0	3	109	99	99	99	99	99	99	99
4	0	3	104	99	99	99	99	99	99	99
4	0	1	12	4	4	5	11	4	4	6
4	0	1	4	7	0	99	99	99	99	99
4	0	0	4	3	4	4	6	6	2	7
4	0	2	3	9	2	102	99	99	99	99
4	0	2	6	0	2	1	1	0	99	99
4	0	0	5	1	6	3	1	1	6	6
4	0	1	2	3	6	1	1	4	5	0
4	0	2	0	8	104	99	99	99	99	99
4	0	1	3	7	2	2	99	99	99	99
4	0	1	1	3	4	1	0	3	5	0
4	0	1	1	104	99	99	99	99	99	99
4	0	0	3	3	99	99	99	99	99	99
4	0	0	1	0	0	99	99	99	99	99
4	0	0	0	3	99	99	99	99	99	99
4	0	0	101	99	99	99	99	99	99	99
4	0	0	2	3	1	1	99	99	99	99
4	0	0	1	0	2	0	102	99	99	99
4	0	0	1	3	99	99	99	99	99	99
4	0	0	1	0	2	0	99	99	99	99
4	0	0	0	0	3	2	102	99	99	99
4	0	1	0	0	0	102	99	99	99	99
4	0	0	0	1	5	5	12	5	6	7
