Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6
24.01.22 12:58:22,0.03,125.43,126.97,127.84,127.66,127.49,130.26,No Sensor,124.06,123.38,125.94,132.7,127.15,128.87,128.35,130.09,128.7,124.57,No Sensor,111.32,129.91,128.7,122.02,131.65,123.72
24.01.22 13:00:23,2.05,125.43,127.15,127.32,127.15,127.32,129.39,No Sensor,123.72,123.38,126.12,131.48,126.63,128.7,128.18,129.39,128.87,124.75,No Sensor,111.32,129.39,127.32,122.53,130.95,123.55
24.01.22 13:02:23,4.05,125.09,127.32,127.49,127.15,127.32,128.87,No Sensor,124.06,123.89,126.12,130.61,126.29,128.53,128.35,128.7,128.87,124.75,No Sensor,111.48,128.87,126.97,122.36,130.61,123.38
24.01.22 13:04:24,6.07,124.4,126.97,126.97,126.8,127.15,127.84,No Sensor,123.72,124.06,126.12,130.09,126.29,128.18,128.53,128.18,128.18,124.57,No Sensor,111.48,128.53,126.12,122.7,130.26,123.38
24.01.22 13:06:25,8.08,124.4,127.15,126.8,126.63,126.8,127.66,No Sensor,123.72,124.23,126.12,129.56,125.77,128.35,128.35,128.01,127.66,124.75,No Sensor,111.32,127.66,125.94,122.87,129.91,122.87
24.01.22 13:08:26,10.1,124.06,127.32,127.15,126.46,127.15,127.32,No Sensor,123.72,124.06,125.94,129.22,125.77,127.84,128.18,127.84,127.66,124.75,No Sensor,111.32,127.15,125.94,123.04,129.56,122.7
24.01.22 13:10:27,12.12,123.55,127.15,126.8,126.12,126.97,126.97,No Sensor,123.72,123.89,125.94,128.7,125.77,127.66,128.35,127.49,126.8,124.57,No Sensor,111.16,126.29,125.6,122.87,129.39,123.04
24.01.22 13:12:28,14.13,124.23,127.49,127.15,126.29,127.15,126.8,No Sensor,123.55,124.23,126.29,128.35,125.77,127.84,128.7,127.32,126.97,125.09,No Sensor,111.32,125.94,125.94,123.04,129.22,122.36
24.01.22 13:14:29,16.15,124.4,127.15,127.15,126.12,126.97,126.12,No Sensor,123.38,124.06,126.12,127.84,125.6,127.66,128.53,127.32,126.63,124.75,No Sensor,110.99,125.6,125.77,123.04,129.22,122.53
24.01.22 13:16:30,18.17,123.89,126.97,127.15,126.12,126.8,125.94,No Sensor,123.72,124.23,126.12,127.66,125.6,127.49,128.35,127.15,126.46,124.57,No Sensor,111.16,125.43,125.26,123.04,128.87,122.36
24.01.22 13:18:30,20.17,124.06,126.97,126.63,125.94,126.46,125.77,No Sensor,123.38,124.23,125.77,127.49,125.6,127.32,128.35,126.8,126.29,124.75,No Sensor,110.99,124.75,125.43,123.04,128.53,122.19
24.01.22 13:20:31,22.18,124.06,126.8,126.8,125.77,126.29,125.6,No Sensor,123.38,124.06,125.6,127.15,125.6,127.15,128.18,126.46,125.94,124.23,No Sensor,110.83,124.92,125.09,123.21,128.53,122.19
24.01.22 13:22:32,24.2,123.55,126.8,126.46,125.43,126.46,125.77,No Sensor,123.04,123.89,125.6,127.32,125.43,127.32,128.35,126.46,126.46,124.23,No Sensor,110.83,124.57,125.09,123.04,128.7,122.36
24.01.22 13:24:33,26.22,123.89,126.63,126.46,125.77,126.46,125.77,No Sensor,123.21,123.72,125.6,126.8,125.26,127.32,128.18,126.46,125.94,124.23,No Sensor,110.66,124.23,124.92,122.7,128.7,121.85
24.01.22 13:26:34,28.23,123.38,126.63,126.46,125.6,125.77,125.77,No Sensor,122.87,123.89,125.26,126.46,124.92,126.97,127.66,125.94,125.77,123.89,No Sensor,110.66,124.06,124.92,122.87,128.35,121.85
24.01.22 13:28:35,30.25,122.87,126.63,126.12,125.09,125.94,125.6,No Sensor,123.21,123.89,125.09,126.29,124.92,127.15,127.84,125.94,125.77,124.06,No Sensor,110.5,123.89,124.75,122.87,128.35,121.68
24.01.22 13:30:35,32.25,123.04,126.46,126.12,124.92,125.6,125.26,No Sensor,122.7,123.72,124.75,126.12,124.75,126.46,127.66,125.6,125.77,123.38,No Sensor,110.5,123.55,124.57,122.53,127.84,121.51
24.01.22 13:32:36,34.27,122.7,126.29,125.94,124.92,125.43,125.43,No Sensor,122.87,123.72,124.92,125.77,124.4,126.8,127.32,125.6,125.77,123.55,No Sensor,110.5,123.72,124.23,122.53,128.18,121.85
24.01.22 13:34:37,36.28,122.53,126.12,126.12,125.09,125.43,125.6,No Sensor,122.7,123.72,125.09,125.77,124.75,126.8,127.32,125.43,125.77,123.38,No Sensor,110.5,123.72,124.23,122.7,127.84,121.51
24.01.22 13:36:38,38.3,122.36,125.94,125.43,124.92,125.09,125.26,No Sensor,122.36,123.55,124.57,125.43,124.23,126.46,126.97,125.26,125.6,123.38,No Sensor,110.17,123.55,123.72,122.53,127.66,121
24.01.22 13:38:39,40.32,122.19,125.94,125.6,124.57,125.09,125.09,No Sensor,122.19,123.55,124.75,125.43,124.23,126.29,127.15,124.92,125.6,123.21,No Sensor,110,122.87,124.06,122.36,127.66,121.17
24.01.22 13:40:40,42.33,122.19,125.77,125.09,124.57,124.75,124.75,No Sensor,122.19,123.38,124.57,125.09,123.89,125.94,126.8,124.75,125.26,123.21,No Sensor,110,122.7,123.55,122.02,127.49,120.83
24.01.22 13:42:41,44.35,122.19,125.77,125.26,124.23,124.4,124.92,No Sensor,122.19,123.21,124.4,124.92,123.72,125.94,126.46,124.75,125.09,122.87,No Sensor,110.17,122.53,123.38,122.02,127.49,120.5
24.01.22 13:44:41,46.35,121.51,125.6,125.26,124.23,124.57,124.92,No Sensor,122.02,123.21,124.4,124.75,123.55,126.12,126.63,124.57,124.75,122.19,No Sensor,109.68,122.53,123.38,122.02,127.15,120.5
24.01.22 13:46:42,48.37,121.34,125.6,125.09,123.72,123.89,124.75,No Sensor,121.68,122.87,124.4,124.57,123.38,125.94,126.12,124.57,124.75,122.7,No Sensor,109.68,122.36,123.21,121.85,126.97,120.66
24.01.22 13:48:43,50.38,121.34,125.6,124.92,124.06,124.06,125.09,No Sensor,121.68,123.04,124.23,125.09,123.38,125.94,126.29,124.23,124.57,122.87,No Sensor,109.51,122.36,123.38,121.85,126.63,120.5
24.01.22 13:50:44,52.4,121.34,125.6,124.57,123.72,123.89,124.4,No Sensor,121.68,122.87,124.06,124.4,122.87,125.43,126.12,124.57,124.4,122.36,No Sensor,109.51,122.19,123.21,121.85,126.63,120.66
