Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6
15.11.21 14:02:41,0.03,108.69,106.09,104.63,105.93,105.93,105.6,105.6,105.6,105.93,103.02,105.76,106.41,101.57,109.19,106.41,106.09,105.6,106.74,104.95,109.19,107.55,106.57,104.63,107.23
15.11.21 14:04:41,2.03,108.69,105.93,104.47,106.09,105.76,105.6,105.28,105.6,106.09,102.7,105.44,106.25,101.89,109.02,105.93,105.93,105.44,106.25,104.63,109.02,107.55,106.41,105.12,107.06
15.11.21 14:06:41,4.03,108.37,105.76,104.47,106.09,105.6,105.44,105.12,105.6,105.93,102.53,105.44,106.25,101.57,108.86,105.6,105.93,105.28,106.25,104.15,109.02,107.71,106.41,104.79,107.06
15.11.21 14:08:41,6.03,108.69,105.93,104.47,106.09,105.76,105.28,105.12,105.44,105.93,102.53,105.6,105.93,101.89,109.02,105.76,106.09,105.28,106.09,104.15,109.35,108.04,106.25,105.6,107.39
15.11.21 14:10:42,8.05,108.69,105.93,104.31,106.25,105.44,105.44,105.12,105.44,105.44,102.37,105.28,105.93,101.73,108.53,105.28,105.76,104.95,105.44,104.15,109.19,108.04,106.25,105.28,107.23
15.11.21 14:12:42,10.05,108.53,105.76,104.15,105.93,105.44,105.44,105.28,105.44,105.76,102.37,104.95,105.76,101.89,108.53,105.28,106.09,105.12,105.44,103.98,109.51,108.37,106.41,105.44,107.39
15.11.21 14:14:42,12.05,108.37,105.93,104.15,106.09,105.28,105.28,104.79,105.28,105.76,102.21,104.95,105.76,101.73,108.37,104.95,105.93,105.12,105.6,103.98,109.35,107.88,106.57,105.28,107.23
15.11.21 14:16:42,14.05,108.53,105.93,104.15,105.93,105.12,105.28,104.63,105.12,105.28,102.37,105.12,105.76,101.73,108.53,104.95,105.93,105.12,105.6,103.82,109.35,108.04,106.41,105.12,107.39
15.11.21 14:18:43,16.07,108.2,105.76,103.98,105.76,105.28,105.12,104.63,105.12,105.44,101.89,104.79,105.44,101.41,108.2,104.79,105.6,104.47,105.28,103.34,109.02,107.71,106.09,105.44,107.06
15.11.21 14:20:43,18.07,108.37,105.93,103.98,106.09,105.28,105.12,104.95,105.12,105.76,102.21,104.63,105.76,101.73,108.2,105.12,105.93,105.12,105.28,103.34,109.51,107.88,106.09,105.44,107.06
15.11.21 14:22:43,20.07,108.37,105.93,104.15,105.6,105.6,105.12,104.79,104.95,105.28,102.05,104.63,105.6,101.57,108.04,104.79,105.93,105.12,104.95,103.18,109.02,108.04,106.25,105.12,107.39
15.11.21 14:24:43,22.07,108.2,105.6,103.66,105.93,105.12,104.95,104.79,104.79,105.28,101.89,104.79,105.44,101.57,108.2,104.79,105.93,104.95,104.95,103.34,109.35,108.2,106.09,104.95,106.9
15.11.21 14:26:44,24.08,108.2,105.6,103.5,105.76,105.12,104.63,104.31,104.95,104.95,101.73,104.15,105.28,101.41,107.88,104.47,105.76,104.63,104.79,103.02,109.19,108.04,106.09,104.95,107.06
15.11.21 14:28:44,26.08,108.2,105.44,103.82,105.44,105.12,104.79,104.63,104.95,105.12,101.57,104.31,105.12,101.57,107.71,104.79,105.28,104.63,104.79,103.18,109.35,107.88,105.76,105.12,106.9
15.11.21 14:30:44,28.08,108.04,105.44,103.5,105.6,105.12,104.63,104.63,104.79,105.28,101.57,104.47,104.95,101.41,107.55,104.63,105.28,104.63,104.79,102.86,109.02,108.04,105.93,105.12,106.74
15.11.21 14:32:44,30.08,108.04,105.76,103.66,105.6,105.28,104.47,104.63,104.95,105.28,101.57,104.15,105.44,101.25,107.71,104.63,105.28,104.95,104.95,103.5,109.02,107.71,106.09,105.12,106.9
15.11.21 14:34:44,32.08,107.88,105.6,103.34,105.6,105.28,104.79,104.31,104.79,104.95,101.41,104.15,104.95,101.41,107.71,104.63,104.79,104.63,104.63,102.86,109.02,107.88,105.6,104.63,106.74
15.11.21 14:36:45,34.1,107.88,105.76,103.34,105.44,104.79,104.47,104.31,104.63,105.12,101.25,103.98,104.95,101.25,107.23,104.47,104.95,104.47,104.47,102.53,108.86,108.2,105.76,104.95,106.74
15.11.21 14:38:46,36.12,107.88,105.44,103.18,105.44,105.12,104.47,104.15,104.47,105.12,101.09,103.98,104.95,101.41,107.39,104.47,104.95,104.47,104.47,103.02,109.02,107.88,105.93,105.12,106.74
