Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6
23.11.21 09:47:34,0.03,128.01,121.51,125.09,119.99,123.89,No Sensor,119.15,120.33,118.98,123.72,No Sensor,118.98,122.02,123.38,124.57,121.51,122.7,No Sensor,121.17,122.87,124.57,119.99,122.7,124.06
23.11.21 09:49:35,2.05,128.01,121.51,124.06,119.99,123.21,No Sensor,118.81,119.82,118.14,123.89,No Sensor,118.47,122.02,123.04,123.72,121.51,121.68,No Sensor,120.66,122.53,124.4,119.82,121.17,123.72
23.11.21 09:51:36,4.07,128.01,121.51,124.06,119.82,123.04,No Sensor,118.47,119.82,117.47,124.06,No Sensor,118.31,122.02,122.53,123.89,121.34,121.51,No Sensor,120.33,122.02,123.89,119.65,119.99,123.55
23.11.21 09:53:36,6.07,127.66,121.17,123.38,119.31,123.21,No Sensor,118.14,119.15,116.96,123.89,No Sensor,117.63,121.51,122.02,123.55,121.34,120.66,No Sensor,119.82,121.34,123.55,119.48,119.48,123.04
23.11.21 09:55:37,8.08,128.01,121,123.21,119.15,122.7,No Sensor,117.8,118.81,116.3,123.72,No Sensor,116.96,121.51,121.68,123.38,121,120.66,No Sensor,119.31,121.17,123.04,119.31,118.81,122.7
23.11.21 09:57:38,10.1,128.01,121,123.38,118.98,122.87,No Sensor,117.97,118.81,116.13,123.72,No Sensor,116.8,121.51,121.34,123.21,121.17,120.16,No Sensor,119.15,121,123.38,118.81,118.47,122.7
23.11.21 09:59:39,12.12,128.01,120.5,123.04,118.81,122.53,No Sensor,117.8,118.14,115.46,123.72,No Sensor,116.63,121.17,120.66,122.87,121.34,119.31,No Sensor,118.47,120.33,123.04,118.64,117.8,122.53
23.11.21 10:01:39,14.12,127.84,120.33,123.04,118.47,122.36,No Sensor,117.47,117.97,115.13,123.38,No Sensor,116.3,121,120.33,123.04,120.83,118.64,No Sensor,118.31,120.66,122.7,118.64,117.47,122.19
23.11.21 10:03:40,16.13,127.66,120.16,122.53,117.63,122.36,No Sensor,117.63,117.63,114.96,123.55,No Sensor,116.63,120.83,119.99,123.04,121,117.8,No Sensor,118.47,120.33,122.7,118.31,117.8,121.85
23.11.21 10:05:40,18.13,127.49,120.33,122.87,117.97,121.85,No Sensor,117.3,117.8,114.8,123.55,No Sensor,116.63,120.5,120.5,122.7,121,118.14,No Sensor,118.31,120.33,122.36,118.47,117.97,121.85
23.11.21 10:07:41,20.15,127.32,120.33,122.36,117.3,121.85,No Sensor,117.3,117.63,114.3,123.21,No Sensor,116.13,120.66,120.16,122.7,120.83,118.31,No Sensor,117.8,119.48,122.36,118.31,117.3,121.34
23.11.21 10:09:42,22.17,127.15,119.82,122.36,117.8,121.68,No Sensor,117.13,117.47,114.3,123.04,No Sensor,116.3,120.5,120.16,122.7,120.83,118.31,No Sensor,117.63,119.31,122.53,118.14,117.63,121.51
23.11.21 10:11:42,24.17,127.49,119.82,122.19,117.97,121.51,No Sensor,116.96,117.47,114.46,123.04,No Sensor,115.8,120.66,119.99,122.36,120.83,118.31,No Sensor,117.63,119.31,122.19,117.8,117.47,121.34
23.11.21 10:13:43,26.18,127.32,119.99,122.02,117.97,121.34,No Sensor,116.96,117.47,113.97,123.04,No Sensor,115.8,120.16,120.16,122.7,120.83,117.97,No Sensor,117.47,119.31,122.02,118.14,117.63,121.34
23.11.21 10:15:44,28.2,126.97,119.48,121.34,117.63,121,No Sensor,116.3,117.3,113.47,122.87,No Sensor,115.46,120.16,119.48,121.85,120.5,117.63,No Sensor,117.13,118.47,121.68,117.47,117.13,120.83
23.11.21 10:17:44,30.2,127.15,119.48,121.34,117.47,121,No Sensor,116.63,117.13,113.8,122.7,No Sensor,115.46,119.99,119.65,122.02,120.66,117.8,No Sensor,116.96,118.64,122.19,117.47,117.47,120.83
23.11.21 10:19:45,32.22,126.97,119.31,121.17,117.47,121,No Sensor,116.46,116.8,113.3,122.19,No Sensor,115.3,119.65,119.99,121.85,120.5,117.3,No Sensor,116.8,118.31,121.68,117.47,117.3,120.5
23.11.21 10:21:46,34.23,126.63,119.15,121.34,117.63,121,No Sensor,116.3,116.8,113.3,122.36,No Sensor,114.96,119.48,119.48,121.85,120.16,116.96,No Sensor,116.8,118.64,121.68,117.13,117.13,120.33
23.11.21 10:23:46,36.23,126.8,119.31,121.17,117.3,120.5,No Sensor,115.96,116.63,113.14,121.85,No Sensor,115.13,119.48,119.31,121.51,119.99,117.13,No Sensor,116.8,117.8,121.34,116.96,116.8,120.33
23.11.21 10:25:47,38.25,126.46,118.98,120.83,117.3,120.33,No Sensor,115.96,116.46,112.81,122.19,No Sensor,114.96,119.31,119.15,121.51,119.99,117.3,No Sensor,116.63,118.14,121,117.13,116.63,119.99
23.11.21 10:27:48,40.27,126.46,118.98,120.83,117.47,119.99,No Sensor,115.96,116.46,112.64,121.85,No Sensor,114.63,119.31,118.81,121.51,119.82,117.47,No Sensor,116.3,117.63,120.5,116.96,116.13,119.82
23.11.21 10:29:48,42.27,126.29,118.64,120.33,117.47,120.16,No Sensor,115.46,116.3,112.47,121.85,No Sensor,114.3,118.98,118.47,121.34,119.99,117.47,No Sensor,116.3,117.63,120.66,116.63,116.3,119.82
23.11.21 10:31:49,44.28,126.12,118.47,120.33,117.13,119.99,No Sensor,115.63,116.13,112.47,121.85,No Sensor,114.3,118.64,118.47,121,119.82,116.96,No Sensor,115.96,117.3,120.83,116.8,115.96,119.65
23.11.21 10:33:49,46.28,126.46,118.47,119.99,116.96,119.48,No Sensor,115.13,115.96,112.31,121.51,No Sensor,114.13,118.64,118.31,121.17,119.65,116.96,No Sensor,116.13,116.8,120.5,116.46,115.96,119.48
23.11.21 10:35:50,48.3,126.12,118.64,120.16,116.8,119.82,No Sensor,115.46,115.96,112.14,121.51,No Sensor,113.97,118.64,118.47,120.83,119.48,116.63,No Sensor,116.3,117.13,120.66,116.46,115.96,119.65
23.11.21 10:37:50,50.3,126.12,118.14,119.82,116.96,119.48,No Sensor,115.3,115.63,111.98,121.34,No Sensor,113.97,118.31,117.97,120.5,119.31,116.63,No Sensor,115.96,116.63,120.66,116.3,115.46,119.31
23.11.21 10:39:51,52.32,126.12,118.47,120.16,116.8,119.65,No Sensor,115.3,115.3,112.31,121.34,No Sensor,113.97,118.64,118.14,120.83,119.82,116.46,No Sensor,115.96,116.8,120.5,116.46,115.63,119.31
23.11.21 10:41:51,54.32,125.77,117.97,119.65,116.63,118.98,No Sensor,115.3,115.63,112.14,121.34,No Sensor,113.63,118.47,117.97,120.83,119.31,116.3,No Sensor,115.46,116.46,120.33,116.3,115.46,119.48
23.11.21 10:43:52,56.33,125.6,117.63,119.82,116.46,118.81,No Sensor,114.96,115.13,111.81,121.17,No Sensor,113.47,118.14,117.47,120.5,119.31,115.8,No Sensor,115.46,116.13,120.16,116.13,114.96,118.64
23.11.21 10:45:53,58.35,125.77,117.8,119.31,116.63,118.81,No Sensor,114.63,115.3,111.48,121,No Sensor,113.63,118.31,117.47,120.33,118.98,115.96,No Sensor,115.3,116.13,120.16,115.63,114.63,118.81
23.11.21 10:47:53,60.35,125.77,117.63,119.31,116.46,118.64,No Sensor,114.96,114.96,111.32,121,No Sensor,113.47,117.8,117.47,120.66,119.15,116.3,No Sensor,115.46,116.46,120.16,115.63,115.13,118.98
23.11.21 10:49:54,62.37,125.6,117.8,119.31,116.46,118.64,No Sensor,114.63,114.46,111.32,121,No Sensor,113.14,117.8,116.96,120.33,118.64,116.13,No Sensor,115.3,115.96,119.99,115.63,114.8,118.64
23.11.21 10:51:54,64.37,125.6,117.8,119.15,116.13,118.81,No Sensor,114.3,114.46,111.32,120.83,No Sensor,112.97,117.8,117.47,119.99,118.64,115.63,No Sensor,115.3,115.46,119.99,115.63,114.63,118.81
23.11.21 10:53:55,66.38,125.6,117.63,119.15,116.46,118.47,No Sensor,114.3,114.46,111.32,120.83,No Sensor,112.97,117.97,116.96,120.16,118.47,115.63,No Sensor,115.3,115.46,119.99,115.8,114.3,118.47
23.11.21 10:55:55,68.38,125.43,117.3,118.64,116.3,118.47,No Sensor,114.13,114.3,110.83,120.5,No Sensor,112.97,117.8,116.8,119.99,118.47,115.46,No Sensor,114.96,115.3,119.82,115.3,114.13,118.31
23.11.21 10:57:56,70.4,125.26,117.3,118.81,116.13,117.97,No Sensor,114.46,114.13,110.66,120.5,No Sensor,112.81,117.47,116.96,119.99,118.81,115.46,No Sensor,114.96,115.3,119.48,115.63,113.97,118.31
23.11.21 10:59:56,72.4,125.43,117.3,118.64,115.96,118.14,No Sensor,113.97,114.13,110.66,120.5,No Sensor,112.97,117.47,116.46,119.48,118.47,115.3,No Sensor,114.63,115.13,119.48,115.63,113.97,118.31
23.11.21 11:01:57,74.42,125.43,117.3,118.81,115.96,118.47,No Sensor,113.8,114.13,110.99,120.66,No Sensor,112.64,117.63,116.63,119.82,118.64,115.46,No Sensor,114.96,115.46,119.82,115.63,113.97,118.14
23.11.21 11:03:58,76.43,125.09,116.96,118.98,115.96,117.97,No Sensor,114.13,114.13,110.83,120.16,No Sensor,112.81,117.3,116.63,119.31,118.31,115.13,No Sensor,114.8,115.46,119.65,115.63,113.97,118.14
23.11.21 11:05:58,78.43,125.26,116.8,118.81,115.8,117.97,No Sensor,113.8,114.13,110.33,120.16,No Sensor,112.47,116.96,116.3,119.31,118.47,115.13,No Sensor,114.96,115.13,119.48,115.3,113.8,118.14
23.11.21 11:07:59,80.45,124.57,116.8,118.47,115.46,118.14,No Sensor,114.13,113.63,110.5,120.5,No Sensor,112.31,117.13,116.46,119.48,118.14,115.3,No Sensor,114.63,115.13,119.31,115.13,113.47,118.31
23.11.21 11:09:59,82.45,124.75,116.8,118.31,115.46,117.97,No Sensor,114.3,113.8,110.33,120.16,No Sensor,112.31,116.8,115.96,119.48,117.97,114.63,No Sensor,114.46,114.8,119.15,115.3,113.3,117.8
23.11.21 11:12:00,84.47,124.92,116.8,118.14,115.46,117.63,No Sensor,113.97,113.63,110.33,120.33,No Sensor,112.31,116.96,115.96,119.15,118.47,114.96,No Sensor,114.63,114.46,119.15,115.46,113.14,117.8
23.11.21 11:14:00,86.47,124.75,116.8,118.31,115.63,117.47,No Sensor,113.63,113.47,110.33,119.99,No Sensor,112.14,116.96,115.8,119.15,118.14,115.13,No Sensor,114.3,114.46,119.31,115.46,112.97,117.8
23.11.21 11:16:01,88.48,124.75,116.46,118.14,115.63,117.63,No Sensor,113.8,113.63,110.33,120.33,No Sensor,111.98,116.8,115.96,118.98,118.47,114.8,No Sensor,114.46,114.63,118.81,115.13,112.97,117.8
23.11.21 11:18:02,90.5,124.92,116.8,118.14,115.46,117.63,No Sensor,113.63,113.47,110.17,120.16,No Sensor,112.14,116.8,115.8,119.15,118.31,114.96,No Sensor,114.46,114.63,119.15,114.96,113.3,117.8
23.11.21 11:20:02,92.5,124.75,116.46,117.97,115.46,117.47,No Sensor,113.8,113.14,110,119.99,No Sensor,111.98,116.96,115.63,119.15,118.14,114.46,No Sensor,114.3,114.46,118.98,114.96,112.81,117.3
23.11.21 11:22:03,94.52,124.57,116.63,117.8,115.46,117.3,No Sensor,113.14,113.14,109.84,119.82,No Sensor,111.48,116.63,115.46,118.81,118.14,114.46,No Sensor,113.63,114.3,118.64,114.96,112.81,117.63
23.11.21 11:24:04,96.53,124.4,116.3,118.14,115.46,116.96,No Sensor,113.3,112.81,109.84,119.65,No Sensor,111.65,116.63,115.3,118.81,117.97,114.13,No Sensor,113.47,113.97,118.64,114.8,112.64,117.3
23.11.21 11:26:04,98.53,124.4,116.46,117.8,115.63,116.8,No Sensor,113.63,112.97,109.68,119.82,No Sensor,111.65,116.46,114.96,118.81,117.8,114.13,No Sensor,113.8,114.13,118.81,114.63,112.81,117.3
23.11.21 11:28:05,100.55,124.75,116.46,117.47,115.3,116.96,No Sensor,113.63,113.14,109.51,119.99,No Sensor,111.65,116.63,115.46,118.81,118.31,114.13,No Sensor,114.13,114.13,118.81,114.96,112.64,117.13
23.11.21 11:30:05,102.55,124.57,116.46,117.47,115.13,116.96,No Sensor,113.8,113.47,109.84,119.82,No Sensor,111.65,116.13,115.13,118.98,118.14,113.97,No Sensor,114.13,113.97,118.64,114.8,112.31,117.3
